R,G,B,Type
166,88,79,1
111,171,57,1
86,186,224,1
84,95,97,0
95,17,68,0
31,168,29,1
29,83,207,1
187,179,199,1
123,168,243,1
223,157,236,1
12,207,73,1
45,66,5,0
70,31,117,0
116,237,138,1
67,197,135,1
223,6,201,1
22,163,146,1
82,148,37,1
7,87,228,1
136,9,77,1
170,91,213,1
16,54,152,1
159,74,136,1
62,34,99,0
10,9,234,1
113,68,79,0
190,21,84,1
158,225,227,1
178,120,39,1
176,185,237,1
59,128,49,1
187,196,156,1
242,237,239,1
167,172,68,1
136,232,122,1
191,133,184,1
129,82,192,1
213,6,48,1
164,249,135,1
173,122,37,1
199,163,90,1
177,7,146,1
7,121,61,0
82,132,184,1
153,84,227,1
134,235,161,1
46,9,118,0
112,214,42,1
188,98,214,1
9,161,88,1
239,46,47,1
245,46,198,1
227,101,203,1
84,92,91,0
205,201,40,1
1,111,35,0
110,221,189,1
229,21,224,1
160,210,207,1
170,36,139,1
195,82,205,1
201,228,169,1
35,250,25,1
216,228,87,1
162,68,54,1
84,140,171,1
164,6,116,1
130,30,221,1
190,40,95,1
19,150,224,1
34,119,88,0
82,158,218,1
96,53,185,1
235,247,229,1
225,244,228,1
178,105,15,1
50,47,92,0
97,140,175,1
117,201,104,1
2,209,255,1
106,59,13,0
241,229,230,1
210,134,49,1
154,224,20,1
235,154,73,1
162,182,178,1
115,167,115,1
219,250,56,1
177,199,39,1
142,123,223,1
165,114,39,1
112,18,216,1
235,194,218,1
185,106,241,1
156,122,233,1
52,57,251,1
68,124,18,0
178,30,100,1
250,130,165,1
165,37,162,1
167,64,40,1
4,19,203,1
128,32,217,1
59,174,252,1
137,162,243,1
185,187,188,1
174,196,149,1
31,110,94,0
15,110,144,1
205,226,68,1
155,161,234,1
30,245,230,1
8,66,98,0
198,114,23,1
28,52,120,0
34,26,131,1
172,151,234,1
185,211,170,1
103,197,136,1
127,19,206,1
79,236,33,1
138,66,119,1
52,14,119,0
146,254,148,1
178,52,62,1
239,95,76,1
29,110,167,1
51,4,123,0
79,145,220,1
34,184,201,1
51,250,94,1
97,28,218,1
92,88,155,1
199,179,206,1
9,180,19,1
185,213,0,1
245,57,42,1
232,121,248,1
161,29,190,1
229,125,7,1
146,125,97,1
201,245,253,1
87,254,139,1
187,121,92,1
44,157,131,1
52,106,223,1
80,104,52,0
170,236,28,1
29,33,212,1
10,240,210,1
59,123,205,1
169,122,70,1
172,150,12,1
37,217,114,1
224,210,54,1
238,149,140,1
225,63,127,1
86,110,120,0
187,34,211,1
62,6,147,1
236,66,197,1
12,62,249,1
19,223,15,1
119,53,180,1
146,182,118,1
37,99,207,1
23,23,181,1
164,12,129,1
144,91,202,1
125,41,166,1
216,184,60,1
111,150,221,1
53,174,130,1
30,108,255,1
65,43,21,0
72,70,194,1
193,195,175,1
130,17,251,1
201,210,155,1
220,30,28,1
231,36,48,1
105,207,165,1
204,123,148,1
55,189,201,1
171,4,186,1
88,255,94,1
199,17,159,1
213,166,146,1
160,5,226,1
122,252,208,1
235,106,157,1
81,100,178,1
178,70,207,1
186,99,200,1
191,108,107,1
232,46,48,1
237,126,6,1
144,13,108,1
229,52,30,1
238,173,145,1
157,59,180,1
207,130,248,1
237,225,39,1
17,16,198,1
87,207,153,1
149,141,187,1
68,18,173,1
1,76,138,1
197,110,220,1
83,252,178,1
124,189,171,1
27,246,158,1
171,111,209,1
219,217,182,1
151,70,145,1
17,32,140,1
246,232,135,1
99,164,227,1
34,71,204,1
127,76,212,1
114,31,238,1
65,154,221,1
145,24,69,1
109,125,200,1
84,64,34,0
12,72,253,1
27,211,97,1
40,125,46,0
57,58,75,0
165,31,222,1
47,124,26,0
190,66,145,1
179,196,65,1
226,142,222,1
240,177,13,1
90,31,252,1
229,79,127,1
137,73,107,1
99,76,6,0
86,50,99,0
205,55,146,1
190,58,170,1
9,128,102,1
124,124,134,1
121,14,209,1
32,127,85,0
82,72,148,1
132,194,125,1
123,179,248,1
18,150,59,1
192,181,23,1
5,144,19,1
79,220,187,1
74,124,140,1
92,199,152,1
67,52,185,1
34,111,131,1
169,244,126,1
220,8,21,1
30,81,20,0
196,74,165,1
159,250,245,1
17,155,66,1
189,31,141,1
38,130,96,1
245,93,75,1
177,243,135,1
187,218,60,1
15,134,31,1
130,1,74,1
26,233,94,1
38,19,72,0
19,129,92,1
205,97,236,1
206,10,153,1
121,144,146,1
223,206,32,1
191,82,174,1
96,149,122,1
228,75,123,1
32,170,161,1
158,202,115,1
202,174,167,1
218,237,197,1
101,85,184,1
113,249,185,1
215,193,193,1
9,226,244,1
113,69,134,1
14,46,244,1
146,238,189,1
148,247,71,1
47,94,202,1
162,114,246,1
56,75,83,0
26,22,245,1
199,40,49,1
147,73,36,1
89,252,120,1
211,106,15,1
188,198,101,1
36,109,221,1
58,116,249,1
210,95,7,1
165,212,167,1
7,71,147,1
115,163,176,1
140,180,158,1
212,75,130,1
26,54,74,0
150,253,139,1
40,212,251,1
68,48,243,1
138,68,143,1
128,224,167,1
173,73,123,1
117,186,83,1
176,111,166,1
223,121,96,1
253,71,71,1
183,201,162,1
23,3,36,0
91,38,33,0
249,175,216,1
149,227,204,1
193,236,210,1
136,41,11,1
251,237,253,1
243,224,227,1
30,158,170,1
107,17,21,0
29,167,208,1
54,77,35,0
154,244,187,1
33,66,42,0
250,0,114,1
179,126,195,1
60,83,18,0
48,3,40,0
234,219,207,1
17,141,17,1
164,200,97,1
187,102,235,1
226,255,215,1
22,134,161,1
51,10,225,1
71,146,52,1
238,209,183,1
4,203,55,1
200,167,140,1
105,67,113,0
119,64,225,1
65,224,221,1
17,143,37,1
27,211,124,1
247,158,244,1
49,88,9,0
91,49,230,1
129,74,130,1
237,55,90,1
100,229,29,1
99,239,69,1
186,189,24,1
187,206,184,1
241,34,128,1
237,132,38,1
131,110,138,1
118,131,166,1
252,5,78,1
87,72,222,1
51,248,50,1
60,142,196,1
123,3,228,1
189,47,168,1
45,101,40,0
45,6,154,1
98,112,228,1
135,183,47,1
183,146,78,1
197,37,165,1
47,26,104,0
68,58,18,0
15,108,217,1
93,194,127,1
101,144,65,1
90,125,23,0
219,8,131,1
101,173,53,1
182,176,29,1
161,125,26,1
203,149,77,1
65,228,126,1
102,95,231,1
38,238,117,1
186,21,8,1
236,94,19,1
66,212,23,1
197,243,54,1
234,103,177,1
122,95,229,1
3,128,42,1
120,21,170,1
12,189,177,1
64,34,134,1
178,204,236,1
93,172,232,1
171,184,130,1
117,219,81,1
149,215,245,1
126,90,34,0
214,189,122,1
127,143,136,1
165,116,231,1
144,218,203,1
245,103,228,1
203,23,58,1
199,152,34,1
173,33,143,1
104,164,28,1
248,207,151,1
34,129,132,1
88,63,3,0
9,231,182,1
2,20,190,1
209,174,68,1
50,29,190,1
176,245,128,1
33,181,68,1
101,87,172,1
24,23,73,0
86,173,214,1
192,61,239,1
188,38,252,1
103,58,36,0
10,169,166,1
195,65,4,1
245,189,126,1
242,71,59,1
175,176,228,1
186,181,105,1
103,63,135,1
30,174,173,1
135,18,226,1
199,8,81,1
202,27,99,1
45,128,13,1
182,219,74,1
210,66,12,1
145,167,194,1
225,213,136,1
251,1,89,1
190,101,5,1
142,56,75,1
31,249,140,1
147,202,184,1
125,142,27,1
159,130,173,1
85,228,130,1
255,55,26,1
239,13,182,1
219,20,155,1
182,30,173,1
114,126,4,0
52,144,175,1
154,224,50,1
220,52,7,1
152,17,131,1
205,213,224,1
127,205,247,1
246,176,68,1
179,160,217,1
52,215,101,1
110,77,104,0
65,240,195,1
219,93,181,1
181,96,155,1
195,221,103,1
209,165,23,1
135,98,55,1
64,153,60,1
80,26,59,0
209,158,147,1
72,66,80,0
160,111,66,1
122,251,16,1
195,241,208,1
52,121,140,1
255,2,135,1
251,46,228,1
52,3,112,0
61,126,185,1
53,208,186,1
201,141,178,1
10,93,198,1
172,116,69,1
170,195,175,1
84,189,195,1
63,39,37,0
192,63,254,1
207,250,227,1
198,19,10,1
62,255,103,1
205,38,49,1
234,115,81,1
155,185,114,1
48,162,205,1
200,254,142,1
78,134,67,1
218,171,186,1
210,34,62,1
213,18,147,1
212,87,36,1
212,106,215,1
179,31,172,1
26,170,70,1
242,164,174,1
65,221,222,1
182,32,112,1
188,217,94,1
130,106,133,1
81,53,50,0
27,136,247,1
112,196,179,1
88,220,37,1
191,184,17,1
207,38,7,1
142,183,82,1
214,78,170,1
146,74,252,1
227,162,163,1
10,210,129,1
15,20,203,1
199,246,94,1
196,104,115,1
179,240,234,1
91,166,250,1
92,162,116,1
139,210,49,1
244,210,178,1
189,56,23,1
80,213,78,1
17,21,88,0
70,62,147,1
74,222,24,1
39,220,62,1
44,69,22,0
67,51,22,0
189,116,144,1
14,91,173,1
36,18,76,0
238,149,168,1
218,154,172,1
102,49,80,0
163,135,160,1
203,169,26,1
79,73,82,0
11,253,165,1
127,144,82,1
145,64,235,1
55,68,145,1
32,221,172,1
98,246,145,1
160,129,40,1
13,228,138,1
228,173,130,1
62,154,108,1
245,156,225,1
135,128,159,1
6,92,13,0
195,70,198,1
66,110,31,0
110,237,36,1
147,6,212,1
76,237,85,1
210,136,133,1
147,109,251,1
83,114,128,1
40,4,144,1
149,84,232,1
15,62,188,1
188,95,64,1
220,254,123,1
151,228,17,1
23,120,87,0
161,93,101,1
157,61,68,1
35,141,34,1
33,134,237,1
160,30,95,1
3,210,37,1
140,199,191,1
177,99,29,1
228,176,221,1
51,0,240,1
220,189,171,1
188,173,93,1
192,35,90,1
0,180,206,1
58,157,37,1
169,196,89,1
83,66,31,0
66,183,220,1
32,128,66,1
253,91,2,1
51,124,58,0
43,190,230,1
82,136,248,1
186,252,136,1
247,93,15,1
33,175,19,1
129,61,227,1
197,115,234,1
235,132,136,1
38,162,185,1
198,148,124,1
64,116,119,0
91,131,158,1
32,7,167,1
71,218,88,1
211,43,248,1
127,169,221,1
241,55,241,1
67,184,243,1
30,255,208,1
172,72,170,1
80,138,52,1
112,227,220,1
184,77,113,1
151,150,149,1
202,227,234,1
150,225,92,1
130,116,221,1
217,237,13,1
196,204,208,1
6,239,215,1
229,139,217,1
138,253,183,1
102,182,86,1
96,218,35,1
84,75,131,1
237,124,200,1
66,28,81,0
10,127,5,0
151,160,33,1
123,118,199,1
198,43,160,1
68,147,240,1
114,63,174,1
188,238,122,1
193,71,23,1
182,184,191,1
159,169,180,1
165,92,180,1
77,199,120,1
13,233,60,1
171,3,102,1
241,255,186,1
34,205,78,1
4,213,60,1
36,185,186,1
230,25,47,1
121,69,245,1
233,79,146,1
172,56,34,1
157,184,156,1
246,233,252,1
252,10,61,1
104,88,156,1
134,19,186,1
154,81,50,1
83,49,178,1
123,80,13,0
60,208,164,1
72,189,131,1
159,194,225,1
51,170,8,1
2,121,122,0
67,173,212,1
105,159,255,1
98,186,30,1
6,212,17,1
161,132,152,1
252,212,67,1
91,243,10,1
229,2,168,1
27,61,91,0
16,114,22,0
9,214,105,1
98,17,60,0
232,140,214,1
48,232,131,1
17,9,74,0
91,50,24,0
249,152,40,1
199,79,49,1
243,74,147,1
138,59,218,1
60,130,100,1
126,150,111,1
49,164,158,1
95,185,231,1
47,223,237,1
44,134,190,1
86,75,54,0
93,231,218,1
73,224,254,1
24,9,208,1
68,18,47,0
210,94,17,1
46,173,95,1
255,28,26,1
135,130,248,1
166,86,201,1
1,165,42,1
15,194,134,1
203,150,91,1
187,95,203,1
22,129,94,1
149,129,8,1
142,75,130,1
7,20,111,0
190,117,63,1
143,97,178,1
69,161,1,1
68,24,19,0
86,215,209,1
67,186,144,1
15,63,117,0
9,192,149,1
68,219,30,1
218,9,198,1
255,116,23,1
86,72,165,1
138,237,196,1
239,162,220,1
105,200,224,1
8,117,142,1
127,122,76,0
119,214,151,1
161,167,67,1
241,49,167,1
43,21,172,1
25,127,101,0
8,224,106,1
0,0,78,0
9,66,115,0
227,209,180,1
201,7,160,1
183,193,152,1
154,191,229,1
17,9,83,0
172,119,170,1
162,121,238,1
239,174,102,1
59,249,147,1
237,169,109,1
13,237,177,1
41,79,154,1
165,109,84,1
225,238,222,1
181,246,48,1
97,195,141,1
190,87,178,1
85,92,162,1
103,19,47,0
42,79,221,1
14,64,219,1
177,58,122,1
141,98,137,1
135,12,191,1
129,44,108,1
218,210,162,1
79,20,185,1
13,3,52,0
201,75,0,1
216,235,110,1
10,213,71,1
218,82,100,1
205,70,170,1
190,211,205,1
171,250,30,1
31,35,117,0
55,148,184,1
138,57,3,1
250,219,238,1
183,193,42,1
220,254,143,1
228,185,148,1
112,105,226,1
198,193,191,1
211,239,124,1
43,26,179,1
208,66,118,1
122,177,128,1
122,156,14,1
25,199,161,1
209,192,222,1
93,237,155,1
58,238,213,1
11,250,3,1
108,142,30,1
82,17,103,0
141,89,152,1
71,30,73,0
83,100,65,0
0,166,168,1
212,238,183,1
65,191,15,1
203,29,127,1
144,222,148,1
15,244,248,1
119,115,252,1
30,127,201,1
194,56,96,1
57,225,107,1
125,216,186,1
174,181,249,1
22,188,61,1
39,24,195,1
18,228,182,1
6,140,158,1
229,32,11,1
92,159,77,1
115,203,69,1
217,167,199,1
196,250,141,1
119,228,7,1
10,130,76,1
42,36,59,0
26,30,171,1
173,110,166,1
140,83,188,1
43,215,95,1
253,67,172,1
69,3,60,0
214,202,122,1
166,42,107,1
124,239,67,1
177,142,46,1
215,6,54,1
29,178,35,1
112,210,210,1
34,29,178,1
158,204,19,1
161,70,97,1
73,100,15,0
161,180,26,1
241,6,217,1
228,126,45,1
236,122,68,1
242,251,76,1
17,17,37,0
125,115,183,1
58,70,72,0
15,95,220,1
224,206,14,1
47,255,115,1
40,247,67,1
213,125,104,1
100,66,147,1
146,149,2,1
143,61,211,1
116,131,222,1
103,116,247,1
101,7,239,1
246,9,133,1
234,98,54,1
33,66,225,1
234,143,94,1
191,0,20,1
118,208,81,1
127,87,33,0
64,26,121,0
69,127,45,0
104,71,56,0
73,5,177,1
47,245,18,1
116,210,225,1
129,196,248,1
92,186,107,1
163,36,105,1
43,104,11,0
55,200,160,1
228,250,252,1
208,20,89,1
51,201,237,1
172,138,128,1
83,23,114,0
36,149,53,1
214,44,53,1
45,97,138,1
155,143,190,1
186,225,163,1
1,214,26,1
79,249,69,1
237,212,153,1
216,113,201,1
241,117,254,1
44,48,100,0
149,139,139,1
122,47,235,1
62,218,12,1
82,98,152,1
252,205,191,1
44,227,127,1
238,75,43,1
57,169,171,1
234,94,192,1
1,83,10,0
101,160,46,1
245,50,9,1
226,37,32,1
180,111,158,1
29,162,57,1
148,187,167,1
132,189,51,1
241,183,91,1
243,139,114,1
222,170,27,1
181,146,16,1
169,40,11,1
219,88,154,1
69,26,43,0
176,252,86,1
104,34,50,0
170,136,195,1
171,130,50,1
201,181,73,1
139,237,192,1
138,42,95,1
36,80,184,1
27,216,245,1
62,116,88,0
135,40,188,1
23,13,214,1
113,244,144,1
209,166,156,1
79,247,116,1
38,157,48,1
217,132,124,1
95,102,34,0
36,55,204,1
228,200,237,1
245,171,216,1
234,106,128,1
38,59,128,1
62,223,119,1
194,33,27,1
72,30,165,1
240,140,54,1
79,123,130,1
167,255,136,1
178,133,209,1
149,46,74,1
62,239,69,1
29,62,36,0
202,175,82,1
241,161,135,1
252,15,9,1
117,79,132,1
232,130,222,1
147,149,208,1
84,24,192,1
197,140,100,1
166,244,155,1
214,192,77,1
129,42,189,1
79,186,89,1
106,228,212,1
20,149,220,1
56,113,34,0
165,113,156,1
181,201,193,1
213,86,111,1
255,99,118,1
242,154,49,1
154,237,90,1
10,220,201,1
19,151,143,1
25,117,146,1
235,227,85,1
205,35,32,1
50,96,106,0
187,110,213,1
63,72,39,0
125,114,114,0
99,163,86,1
192,84,79,1
108,49,18,0
196,39,104,1
178,220,232,1
167,181,244,1
164,161,80,1
91,190,102,1
181,59,32,1
39,143,116,1
13,126,95,0
173,21,7,1
118,17,194,1
102,198,204,1
168,22,99,1
184,110,205,1
232,174,140,1
215,27,129,1
143,187,129,1
141,161,31,1
232,188,56,1
179,17,236,1
226,14,244,1
32,172,41,1
60,148,13,1
63,122,58,0
38,254,3,1
12,171,233,1
176,134,242,1
66,190,35,1
99,62,149,1
161,172,181,1
139,109,39,1
49,39,218,1
237,213,243,1
20,111,241,1
164,75,175,1
4,210,231,1
196,42,44,1
149,23,195,1
251,117,208,1
9,214,182,1
158,132,46,1
4,132,21,1
121,1,158,1
98,106,53,0
114,66,123,0
94,94,101,0
167,96,42,1
241,104,189,1
26,110,56,0
135,18,100,1
173,11,129,1
43,195,190,1
157,222,155,1
209,192,2,1
23,198,63,1
65,86,160,1
182,178,222,1
200,224,127,1
82,185,220,1
100,2,140,1
50,212,61,1
16,219,214,1
49,153,135,1
231,240,243,1
56,219,160,1
192,18,53,1
205,156,75,1
101,212,78,1
72,76,48,0
140,107,71,1
220,16,98,1
137,73,169,1
207,165,7,1
71,198,26,1
16,112,80,0
218,17,233,1
241,99,207,1
195,240,116,1
157,206,143,1
103,117,135,1
234,12,140,1
51,142,178,1
167,164,4,1
70,114,153,1
210,83,149,1
120,161,69,1
10,96,51,0
61,22,148,1
206,191,224,1
16,25,248,1
43,215,191,1
176,210,224,1
146,130,38,1
4,209,9,1
206,206,10,1
148,245,85,1
146,125,110,1
245,85,47,1
96,195,151,1
101,64,34,0
92,9,174,1
194,127,214,1
212,162,227,1
115,145,29,1
50,33,253,1
202,86,142,1
202,90,80,1
157,50,98,1
217,207,43,1
108,122,106,0
220,222,177,1
37,36,13,0
3,34,172,1
191,129,65,1
196,1,13,1
241,240,15,1
203,55,154,1
239,250,43,1
58,48,186,1
245,198,101,1
153,13,185,1
54,170,140,1
177,137,173,1
26,0,9,0
79,55,211,1
246,175,230,1
96,86,231,1
127,39,201,1
13,170,157,1
78,68,66,0
18,59,238,1
229,124,37,1
194,102,63,1
150,58,182,1
205,14,200,1
169,53,220,1
25,19,130,1
36,177,23,1
112,112,205,1
8,203,30,1
217,135,193,1
12,249,70,1
238,158,91,1
189,57,188,1
202,190,224,1
66,141,219,1
112,218,161,1
15,83,31,0
86,112,86,0
149,119,90,1
245,136,161,1
196,4,198,1
68,175,56,1
49,50,9,0
169,136,115,1
121,212,60,1
70,33,85,0
157,131,187,1
121,100,145,1
133,144,201,1
185,94,80,1
197,99,106,1
67,215,89,1
48,248,46,1
22,249,9,1
42,223,155,1
213,161,135,1
27,150,174,1
184,90,74,1
73,45,86,0
218,134,110,1
185,140,73,1
117,27,157,1
191,254,247,1
143,148,244,1
221,37,212,1
60,46,197,1
181,18,13,1
32,119,49,0
188,146,178,1
145,17,213,1
96,57,252,1
74,144,174,1
177,135,133,1
133,175,223,1
207,250,94,1
111,82,34,0
161,123,42,1
79,91,90,0
201,119,129,1
115,242,224,1
10,20,210,1
31,253,1,1
35,71,60,0
182,20,127,1
225,23,231,1
99,179,205,1
199,213,243,1
191,0,214,1
210,35,8,1
9,197,118,1
159,116,133,1
95,111,67,0
246,252,229,1
123,92,209,1
120,246,3,1
243,105,25,1
46,109,2,0
58,201,121,1
82,251,130,1
46,168,227,1
126,116,28,0
121,41,163,1
41,232,214,1
78,229,232,1
129,11,176,1
19,120,253,1
49,68,136,1
199,144,251,1
77,13,249,1
175,46,153,1
212,80,60,1
223,178,67,1
86,186,97,1
112,73,169,1
56,245,24,1
33,111,254,1
108,245,92,1
195,233,5,1
79,223,66,1
239,230,15,1
22,246,219,1
233,176,170,1
114,149,120,1
74,181,48,1
39,156,177,1
96,106,41,0
213,175,66,1
112,254,242,1
140,254,103,1
131,23,183,1
28,95,250,1
150,18,41,1
51,180,145,1
126,88,22,0
89,245,141,1
40,209,141,1
51,66,215,1
250,175,80,1
98,168,173,1
211,103,168,1
119,137,43,1
37,103,57,0
168,250,81,1
6,129,148,1
133,107,199,1
103,239,137,1
43,185,136,1
122,91,246,1
185,250,218,1
30,186,143,1
12,91,43,0
63,28,186,1
14,61,218,1
145,104,137,1
47,29,116,0
242,77,199,1
140,134,156,1
196,251,217,1
236,231,158,1
2,49,219,1
114,163,6,1
125,182,161,1
119,148,142,1
186,152,144,1
237,218,78,1
123,93,124,0
146,88,201,1
101,151,102,1
3,27,248,1
248,191,117,1
219,52,150,1
119,241,215,1
102,236,29,1
118,84,191,1
48,128,145,1
243,93,214,1
26,221,92,1
70,195,64,1
83,150,80,1
180,24,107,1
151,238,246,1
99,33,47,0
42,204,61,1
182,65,139,1
171,152,142,1
151,68,192,1
9,231,80,1
45,200,104,1
232,45,162,1
199,155,79,1
134,102,66,1
156,53,73,1
47,216,157,1
164,97,0,1
118,215,169,1
68,78,137,1
80,18,141,1
39,207,168,1
11,254,149,1
225,121,170,1
47,211,24,1
18,6,88,0
233,163,238,1
68,122,126,0
7,72,149,1
131,64,206,1
37,226,234,1
224,85,148,1
133,201,147,1
97,30,10,0
240,254,2,1
161,196,198,1
241,227,182,1
205,247,231,1
194,77,247,1
71,223,53,1
182,126,78,1
111,90,122,0
111,50,55,0
10,121,103,0
134,51,102,1
120,12,157,1
221,226,110,1
197,252,239,1
193,192,242,1
221,227,252,1
64,118,75,0
34,86,1,0
82,123,182,1
20,124,59,0
203,188,201,1
219,144,195,1
35,180,244,1
31,205,67,1
116,220,31,1
91,69,33,0
62,45,65,0
63,87,222,1
119,184,43,1
197,57,254,1
90,170,105,1
165,235,162,1
150,94,99,1
79,91,127,0
214,132,179,1
203,235,166,1
196,58,167,1
249,143,87,1
110,177,128,1
67,25,26,0
123,147,49,1
69,228,242,1
96,85,86,0
44,148,187,1
96,94,134,1
144,223,66,1
25,42,138,1
118,248,142,1
61,142,239,1
107,49,33,0
112,7,227,1
42,132,126,1
91,233,226,1
119,70,126,0
159,216,164,1
141,78,83,1
35,30,138,1
125,173,171,1
48,223,199,1
100,130,142,1
0,215,94,1
68,112,106,0
212,209,237,1
210,106,16,1
30,214,240,1
103,147,0,1
15,48,16,0
137,50,62,1
64,203,120,1
220,20,41,1
135,112,133,1
31,239,42,1
164,7,233,1
173,148,136,1
227,75,192,1
174,150,14,1
5,74,237,1
210,238,3,1
58,97,38,0
244,85,158,1
52,119,38,0
28,199,21,1
202,68,183,1
91,107,240,1
52,97,244,1
170,219,177,1
212,242,19,1
37,223,254,1
189,52,112,1
168,129,185,1
26,231,67,1
131,252,243,1
36,114,16,0
135,75,106,1
195,134,124,1
165,122,68,1
99,56,62,0
139,0,141,1
105,4,171,1
77,222,211,1
65,95,165,1
255,104,36,1
254,171,164,1
243,54,93,1
154,72,60,1
132,23,166,1
118,238,52,1
18,186,209,1
230,207,195,1
120,244,82,1
11,128,13,1
159,215,144,1
31,28,90,0
159,60,151,1
122,88,199,1
80,5,149,1
203,195,219,1
114,86,210,1
48,1,77,0
124,188,160,1
157,92,186,1
252,47,91,1
5,131,196,1
95,207,3,1
38,125,136,1
190,247,234,1
170,198,48,1
206,114,198,1
173,81,236,1
154,102,239,1
127,156,56,1
129,208,170,1
169,110,155,1
163,58,89,1
76,12,253,1
30,139,170,1
124,87,194,1
6,26,141,1
69,243,71,1
178,61,237,1
171,49,82,1
219,139,227,1
92,113,170,1
108,14,252,1
113,116,89,0
233,246,196,1
123,196,25,1
206,200,18,1
49,34,177,1
5,137,185,1
248,227,250,1
145,2,217,1
80,156,182,1
209,80,162,1
157,7,255,1
26,67,17,0
67,9,92,0
226,79,209,1
22,174,65,1
44,17,149,1
72,217,79,1
105,157,33,1
192,203,183,1
233,230,240,1
4,122,167,1
81,151,107,1
108,122,96,0
194,63,159,1
69,229,92,1
181,178,172,1
162,188,55,1
252,75,234,1
130,136,248,1
83,112,182,1
154,85,23,1
92,93,187,1
131,207,100,1
45,34,201,1
139,50,134,1
33,152,107,1
233,20,71,1
109,163,211,1
122,217,100,1
182,117,35,1
107,148,100,1
236,214,171,1
73,127,162,1
170,50,238,1
63,38,93,0
32,42,13,0
104,126,77,0
96,70,240,1
136,222,201,1
152,29,187,1
144,115,30,1
192,71,44,1
73,211,147,1
233,196,134,1
59,214,102,1
223,141,7,1
101,177,93,1
31,195,89,1
38,200,134,1
125,42,112,0
224,18,237,1
24,40,246,1
169,234,184,1
101,146,253,1
56,68,38,0
57,25,181,1
16,5,9,0
55,167,248,1
106,232,104,1
63,227,13,1
138,70,201,1
38,165,135,1
63,110,80,0
82,61,48,0
67,136,133,1
217,70,34,1
246,5,68,1
72,96,11,0
